assetPath,assetSha256,byteCount,viewBox,preserveAspectRatio,primitiveCounts,staticXmlStatus,forbiddenNodes,observedFactHash
archive/assets/images/22_제일고_2학기_중간_고1_기출/q05-solution.svg,7c2510d192491befbbfd331e7c0fa2ddb16c07e77d4212094a61f04e0a2e23d1,4253,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":17,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":12,""g"":4,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,0e05445bea623e6f5dcf3a595919e02f508fdde1e6f1ac4f5c7a06b13b9d0e81
archive/assets/images/22_제일고_2학기_중간_고1_기출/q17-solution.svg,c1df9d6d4b54897c33e8e8833de5aa52dbe1f11a14c8be65bf426d3955daa961,7203,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":21,""polyline"":1,""polygon"":0,""path"":1,""rect"":3,""text"":11,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,ab0da2e10bfdacf5d36ac889fa7987b0ab967626dd6e6de6616ba1e46ea8b3be
archive/assets/images/22_효천고_2학기_중간_고1_기출/q01-solution.svg,1dbaaec5bf0761e646010ca0c31ee2b75cee72a5f898b0ef4361b7fc68d77f44,4041,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":21,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":9,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,41466e1b878cc42a22dfa4ac864cde2edd220a48f4e3a914dadd672dcebd4a97
archive/assets/images/22_효천고_2학기_중간_고1_기출/q13-solution.svg,39bc63d9ec9f78a5fbfbb64e27af3cefb535a8cae9b3c68df82accc643a0187c,6346,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":6,""ellipse"":0,""line"":30,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":15,""g"":6,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,270a0ea31e612ee0bc132b3a0454bd1c212bfdf75861f22034527049a7025391
archive/assets/images/22_효천고_2학기_중간_고1_기출/q17-solution.svg,8644cbd7fcb5f91ce7d4f6d93a84b2db2e78aea9a7d754d399c10b3f871134e7,6275,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":30,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":20,""g"":4,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,f51776c6cfcd4991566e44b737b5ef8054561d2609b1a7ff3a590633a349e835
archive/assets/images/22_효천고_2학기_중간_고1_기출/q21-solution.svg,101bc5debbfe722dac921b3472474dd82796fc38fcb258196e619ff860387163,3731,0 0 720 360,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":17,""polyline"":0,""polygon"":0,""path"":2,""rect"":2,""text"":10,""g"":0,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,873761a6e99419a7451e0af6d57cc5d1b95e3484229bb1452a8f00a784c253a2
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q07-solution.svg,b6be744e27adfadab5edcd33ab7c90cb02e6c8d72ddbee8d1daa21f654aeea2e,5329,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":28,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":13,""g"":3,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,23a778eb1c001a32cdd82fbc570ecf10e1f1195c92bf1bd44bde1a7e138cd54d
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q16-solution.svg,b06dbcc4b71cf30bb2877650033d27cb6630f14bd03c883fa868b5cbbcc4be7c,3665,0 0 720 360,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":19,""polyline"":0,""polygon"":0,""path"":1,""rect"":2,""text"":9,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,ca103aec1f98033d6e492b548286dd280b982bee402aedc8c0fa2265cf82752f
archive/assets/images/23_금당고_2학기_중간_고1_기출/q01-solution.svg,5616c8b04cd5879b74afe9d9af16ff80bf3e58aca18bb90f489286f6213f3a9b,4488,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":26,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":9,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,ab90e2bbd3e12bf1af82af747b604337e48e5f7acf15a562dd48f1432410a6af
archive/assets/images/23_금당고_2학기_중간_고1_기출/q02-solution.svg,40f45488b99ed0f067d6902e8579c00ca5024ff2238e9a54e6ef8a2dc0c6532b,3959,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":18,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":11,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,9041c242a6ec1b277e2c19c678391c429ca104a68e9dca45d12d29fcec58be5a
